sample,viruses within nucleus
primary_mono_uninfected,0
primary_mono_uninfected,0
primary_mono_uninfected,0
primary_mono_uninfected,0
primary_mono_uninfected,0
primary_mono_uninfected,0
primary_mono_uninfected,0
primary_mono_uninfected,0
primary_mono_uninfected,0
primary_mono_uninfected,0
primary_mono_uninfected,0
primary_mono_uninfected,0
primary_mono_uninfected,0
primary_mono_uninfected,0
primary_mono_uninfected,0
primary_mono_uninfected,0
primary_mono_uninfected,0
primary_mono_uninfected,0
primary_mono_uninfected,0
primary_mono_uninfected,0
primary_mono_uninfected,0
primary_mono_uninfected,0
primary_mono_uninfected,0
primary_mono_uninfected,0
primary_mono_uninfected,0
primary_mono_uninfected,0
primary_mono_uninfected,0
primary_mono_uninfected,0
primary_mono_uninfected,0
primary_mono_uninfected,0
primary_mono_uninfected,0
primary_mono_uninfected,0
primary_mono_uninfected,0
primary_mono_uninfected,0
primary_mono_uninfected,0
primary_mono_uninfected,0
primary_mono_uninfected,1
primary_mono_12hpi,0
primary_mono_12hpi,0
primary_mono_12hpi,0
primary_mono_12hpi,0
primary_mono_12hpi,0
primary_mono_12hpi,0
primary_mono_12hpi,0
primary_mono_12hpi,0
primary_mono_12hpi,0
primary_mono_12hpi,0
primary_mono_12hpi,0
primary_mono_12hpi,0
primary_mono_12hpi,0
primary_mono_12hpi,0
primary_mono_12hpi,0
primary_mono_12hpi,0
primary_mono_12hpi,0
primary_mono_12hpi,0
primary_mono_12hpi,0
primary_mono_12hpi,0
primary_mono_12hpi,0
primary_mono_12hpi,0
primary_mono_12hpi,0
primary_mono_12hpi,0
primary_mono_12hpi,0
primary_mono_12hpi,0
primary_mono_12hpi,0
primary_mono_12hpi,0
primary_mono_12hpi,0
primary_mono_12hpi,0
primary_mono_12hpi,0
primary_mono_12hpi,0
primary_mono_12hpi,0
primary_mono_12hpi,0
primary_mono_12hpi,0
primary_mono_12hpi,0
primary_mono_12hpi,0
primary_mono_12hpi,0
primary_mono_12hpi,0
primary_mono_12hpi,0
primary_mono_12hpi,0
primary_mono_12hpi,0
primary_mono_12hpi,0
primary_mono_12hpi,0
primary_mono_12hpi,0
primary_mono_12hpi,0
primary_mono_12hpi,0
primary_mono_12hpi,0
primary_mono_12hpi,0
primary_mono_12hpi,0
primary_mono_12hpi,0
primary_mono_12hpi,0
primary_mono_12hpi,0
primary_mono_12hpi,0
primary_mono_12hpi,0
primary_mono_12hpi,0
primary_mono_12hpi,0
primary_mono_12hpi,0
primary_mono_12hpi,0
primary_mono_12hpi,0
primary_mono_12hpi,0
primary_mono_12hpi,0
primary_mono_12hpi,0
primary_mono_12hpi,0
primary_mono_12hpi,0
primary_mono_12hpi,0
primary_mono_12hpi,0
primary_mono_12hpi,0
primary_mono_12hpi,0
primary_mono_12hpi,0
primary_mono_12hpi,0
primary_mono_12hpi,0
primary_mono_12hpi,0
primary_mono_12hpi,0
primary_mono_12hpi,0
primary_mono_12hpi,0
primary_mono_12hpi,0
primary_mono_12hpi,0
primary_mono_12hpi,0
primary_mono_12hpi,0
primary_mono_12hpi,0
primary_mono_12hpi,0
primary_mono_12hpi,0
primary_mono_12hpi,0
primary_mono_12hpi,0
primary_mono_12hpi,0
primary_mono_12hpi,1
primary_mac_uninfected,0
primary_mac_uninfected,0
primary_mac_uninfected,0
primary_mac_uninfected,0
primary_mac_uninfected,0
primary_mac_uninfected,0
primary_mac_uninfected,0
primary_mac_uninfected,0
primary_mac_uninfected,0
primary_mac_uninfected,0
primary_mac_uninfected,0
primary_mac_uninfected,0
primary_mac_uninfected,0
primary_mac_uninfected,0
primary_mac_uninfected,0
primary_mac_uninfected,0
primary_mac_uninfected,0
primary_mac_uninfected,0
primary_mac_uninfected,0
primary_mac_uninfected,0
primary_mac_uninfected,0
primary_mac_uninfected,0
primary_mac_uninfected,0
primary_mac_uninfected,0
primary_mac_uninfected,0
primary_mac_uninfected,0
primary_mac_uninfected,0
primary_mac_uninfected,0
primary_mac_uninfected,0
primary_mac_uninfected,0
primary_mac_uninfected,0
primary_mac_uninfected,0
primary_mac_uninfected,0
primary_mac_uninfected,0
primary_mac_uninfected,0
primary_mac_uninfected,0
primary_mac_uninfected,0
primary_mac_uninfected,0
primary_mac_uninfected,0
primary_mac_uninfected,0
primary_mac_uninfected,0
primary_mac_uninfected,0
primary_mac_uninfected,0
primary_mac_uninfected,0
primary_mac_12hpi,0
primary_mac_12hpi,0
primary_mac_12hpi,0
primary_mac_12hpi,0
primary_mac_12hpi,0
primary_mac_12hpi,0
primary_mac_12hpi,0
primary_mac_12hpi,0
primary_mac_12hpi,0
primary_mac_12hpi,0
primary_mac_12hpi,0
primary_mac_12hpi,0
primary_mac_12hpi,0
primary_mac_12hpi,0
primary_mac_12hpi,0
primary_mac_12hpi,0
primary_mac_12hpi,0
primary_mac_12hpi,0
primary_mac_12hpi,0
primary_mac_12hpi,0
primary_mac_12hpi,0
primary_mac_12hpi,0
primary_mac_12hpi,0
primary_mac_12hpi,0
primary_mac_12hpi,0
primary_mac_12hpi,0
primary_mac_12hpi,0
primary_mac_12hpi,0
primary_mac_12hpi,0
primary_mac_12hpi,0
primary_mac_12hpi,0
primary_mac_12hpi,0
primary_mac_12hpi,0
primary_mac_12hpi,0
primary_mac_12hpi,0
primary_mac_12hpi,0
primary_mac_12hpi,0
primary_mac_12hpi,0
primary_mac_12hpi,0
primary_mac_12hpi,0
primary_mac_12hpi,0
primary_mac_12hpi,0
primary_mac_12hpi,0
primary_mac_12hpi,0
primary_mac_12hpi,0
primary_mac_12hpi,0
primary_mac_12hpi,0
primary_mac_12hpi,0
primary_mac_12hpi,0
primary_mac_12hpi,0
primary_mac_12hpi,0
primary_mac_12hpi,0
primary_mac_12hpi,0
primary_mac_12hpi,0
primary_mac_12hpi,0
primary_mac_12hpi,0
primary_mac_12hpi,0
primary_mac_12hpi,0
primary_mac_12hpi,0
primary_mac_12hpi,0
primary_mac_12hpi,0
primary_mac_12hpi,0
primary_mac_12hpi,0
primary_mac_12hpi,0
primary_mac_12hpi,1
primary_mac_12hpi,1
primary_mac_12hpi,1
primary_mac_12hpi,1
primary_mac_12hpi,1
primary_mac_12hpi,1
primary_mac_12hpi,1
primary_mac_12hpi,1
primary_mac_12hpi,1
primary_mac_12hpi,1
primary_mac_12hpi,1
primary_mac_12hpi,1
primary_mac_12hpi,1
primary_mac_12hpi,1
primary_mac_12hpi,1
primary_mac_12hpi,1
primary_mac_12hpi,1
primary_mac_12hpi,1
primary_mac_12hpi,1
primary_mac_12hpi,1
primary_mac_12hpi,1
primary_mac_12hpi,1
primary_mac_12hpi,1
primary_mac_12hpi,1
primary_mac_12hpi,1
primary_mac_12hpi,2
primary_mac_12hpi,2
primary_mac_12hpi,2
primary_mac_12hpi,3
THP1_mono_uninfected,0
THP1_mono_uninfected,0
THP1_mono_uninfected,0
THP1_mono_uninfected,0
THP1_mono_uninfected,0
THP1_mono_uninfected,0
THP1_mono_uninfected,0
THP1_mono_uninfected,0
THP1_mono_uninfected,0
THP1_mono_uninfected,0
THP1_mono_uninfected,0
THP1_mono_uninfected,0
THP1_mono_uninfected,0
THP1_mono_uninfected,0
THP1_mono_uninfected,0
THP1_mono_uninfected,0
THP1_mono_uninfected,0
THP1_mono_uninfected,0
THP1_mono_uninfected,0
THP1_mono_uninfected,0
THP1_mono_uninfected,0
THP1_mono_uninfected,0
THP1_mono_uninfected,0
THP1_mono_uninfected,0
THP1_mono_uninfected,0
THP1_mono_uninfected,0
THP1_mono_uninfected,0
THP1_mono_uninfected,0
THP1_mono_uninfected,0
THP1_mono_uninfected,0
THP1_mono_uninfected,0
THP1_mono_uninfected,0
THP1_mono_uninfected,0
THP1_mono_uninfected,0
THP1_mono_uninfected,0
THP1_mono_uninfected,0
THP1_mono_uninfected,0
THP1_mono_uninfected,0
THP1_mono_uninfected,0
THP1_mono_uninfected,0
THP1_mono_uninfected,0
THP1_mono_uninfected,0
THP1_mono_uninfected,0
THP1_mono_uninfected,0
THP1_mono_uninfected,0
THP1_mono_uninfected,0
THP1_mono_uninfected,0
THP1_mono_uninfected,0
THP1_mono_uninfected,0
THP1_mono_uninfected,0
THP1_mono_uninfected,0
THP1_mono_uninfected,0
THP1_mono_uninfected,0
THP1_mono_uninfected,0
THP1_mono_uninfected,0
THP1_mono_uninfected,0
THP1_mono_uninfected,0
THP1_mono_uninfected,0
THP1_mono_uninfected,0
THP1_mono_uninfected,0
THP1_mono_uninfected,0
THP1_mono_uninfected,0
THP1_mono_uninfected,0
THP1_mono_uninfected,0
THP1_mono_uninfected,0
THP1_mono_uninfected,0
THP1_mono_uninfected,0
THP1_mono_uninfected,0
THP1_mono_uninfected,0
THP1_mono_uninfected,0
THP1_mono_uninfected,0
THP1_mono_uninfected,0
THP1_mono_uninfected,0
THP1_mono_uninfected,0
THP1_mono_uninfected,0
THP1_mono_uninfected,0
THP1_MDM_uninfected,0
THP1_MDM_uninfected,0
THP1_MDM_uninfected,0
THP1_MDM_uninfected,0
THP1_MDM_uninfected,0
THP1_MDM_uninfected,0
THP1_MDM_uninfected,0
THP1_MDM_uninfected,0
THP1_MDM_uninfected,0
THP1_MDM_uninfected,0
THP1_MDM_uninfected,0
THP1_MDM_uninfected,0
THP1_MDM_uninfected,0
THP1_MDM_uninfected,0
THP1_MDM_uninfected,0
THP1_MDM_uninfected,0
THP1_MDM_uninfected,0
THP1_MDM_uninfected,0
THP1_MDM_uninfected,0
THP1_MDM_uninfected,0
THP1_MDM_uninfected,0
THP1_MDM_uninfected,0
THP1_MDM_uninfected,0
THP1_MDM_uninfected,0
THP1_MDM_uninfected,0
THP1_MDM_uninfected,0
THP1_MDM_uninfected,0
THP1_MDM_uninfected,0
THP1_MDM_uninfected,0
THP1_MDM_uninfected,0
THP1_MDM_uninfected,0
THP1_MDM_uninfected,0
THP1_MDM_uninfected,0
THP1_MDM_uninfected,0
THP1_MDM_uninfected,0
THP1_MDM_uninfected,0
THP1_MDM_uninfected,0
THP1_MDM_uninfected,0
THP1_MDM_uninfected,0
THP1_MDM_uninfected,0
THP1_MDM_uninfected,0
THP1_MDM_uninfected,0
THP1_MDM_uninfected,0
THP1_MDM_uninfected,0
THP1_MDM_uninfected,0
THP1_MDM_uninfected,0
THP1_MDM_uninfected,0
THP1_MDM_uninfected,0
THP1_MDM_uninfected,0
THP1_MDM_uninfected,0
THP1_MDM_uninfected,0
THP1_MDM_uninfected,0
THP1_MDM_uninfected,0
THP1_MDM_uninfected,0
THP1_MDM_uninfected,0
THP1_MDM_uninfected,0
THP1_MDM_uninfected,0
THP1_MDM_uninfected,0
THP1_MDM_uninfected,0
THP1_MDM_uninfected,0
THP1_mono_12hpi,0
THP1_mono_12hpi,0
THP1_mono_12hpi,0
THP1_mono_12hpi,0
THP1_mono_12hpi,0
THP1_mono_12hpi,0
THP1_mono_12hpi,0
THP1_mono_12hpi,0
THP1_mono_12hpi,0
THP1_mono_12hpi,0
THP1_mono_12hpi,0
THP1_mono_12hpi,0
THP1_mono_12hpi,0
THP1_mono_12hpi,0
THP1_mono_12hpi,0
THP1_mono_12hpi,0
THP1_mono_12hpi,0
THP1_mono_12hpi,0
THP1_mono_12hpi,0
THP1_mono_12hpi,0
THP1_mono_12hpi,0
THP1_mono_12hpi,0
THP1_mono_12hpi,0
THP1_mono_12hpi,0
THP1_mono_12hpi,0
THP1_mono_12hpi,0
THP1_mono_12hpi,0
THP1_mono_12hpi,0
THP1_mono_12hpi,0
THP1_mono_12hpi,0
THP1_mono_12hpi,0
THP1_mono_12hpi,0
THP1_mono_12hpi,0
THP1_mono_12hpi,0
THP1_mono_12hpi,0
THP1_mono_12hpi,0
THP1_mono_12hpi,0
THP1_mono_12hpi,0
THP1_mono_12hpi,0
THP1_mono_12hpi,0
THP1_mono_12hpi,0
THP1_mono_12hpi,0
THP1_mono_12hpi,0
THP1_mono_12hpi,0
THP1_mono_12hpi,0
THP1_mono_12hpi,0
THP1_mono_12hpi,0
THP1_mono_12hpi,0
THP1_mono_12hpi,0
THP1_mono_12hpi,0
THP1_mono_12hpi,0
THP1_mono_12hpi,0
THP1_mono_12hpi,0
THP1_mono_12hpi,0
THP1_mono_12hpi,0
THP1_mono_12hpi,0
THP1_mono_12hpi,0
THP1_mono_12hpi,0
THP1_mono_12hpi,0
THP1_mono_12hpi,0
THP1_mono_12hpi,0
THP1_mono_12hpi,0
THP1_mono_12hpi,0
THP1_mono_12hpi,0
THP1_mono_12hpi,0
THP1_mono_12hpi,0
THP1_mono_12hpi,0
THP1_mono_12hpi,0
THP1_mono_12hpi,0
THP1_mono_12hpi,0
THP1_mono_12hpi,0
THP1_mono_12hpi,0
THP1_mono_12hpi,0
THP1_mono_12hpi,0
THP1_mono_12hpi,0
THP1_mono_12hpi,0
THP1_mono_12hpi,0
THP1_mono_12hpi,0
THP1_mono_12hpi,0
THP1_mono_12hpi,0
THP1_mono_12hpi,0
THP1_mono_12hpi,0
THP1_mono_12hpi,0
THP1_mono_12hpi,0
THP1_mono_12hpi,0
THP1_mono_12hpi,0
THP1_mono_12hpi,0
THP1_mono_12hpi,0
THP1_mono_12hpi,0
THP1_mono_12hpi,0
THP1_mono_12hpi,0
THP1_mono_12hpi,0
THP1_mono_12hpi,0
THP1_mono_12hpi,0
THP1_mono_12hpi,0
THP1_mono_12hpi,0
THP1_mono_12hpi,0
THP1_mono_12hpi,0
THP1_mono_12hpi,0
THP1_mono_12hpi,0
THP1_mono_12hpi,0
THP1_mono_12hpi,0
THP1_mono_12hpi,0
THP1_mono_12hpi,0
THP1_mono_12hpi,0
THP1_mono_12hpi,0
THP1_mono_12hpi,0
THP1_mono_12hpi,0
THP1_mono_12hpi,1
THP1_mono_12hpi,1
THP1_mono_12hpi,1
THP1_mono_12hpi,2
THP1_MDM_12hpi,0
THP1_MDM_12hpi,0
THP1_MDM_12hpi,0
THP1_MDM_12hpi,0
THP1_MDM_12hpi,0
THP1_MDM_12hpi,0
THP1_MDM_12hpi,0
THP1_MDM_12hpi,0
THP1_MDM_12hpi,0
THP1_MDM_12hpi,0
THP1_MDM_12hpi,0
THP1_MDM_12hpi,0
THP1_MDM_12hpi,0
THP1_MDM_12hpi,0
THP1_MDM_12hpi,0
THP1_MDM_12hpi,0
THP1_MDM_12hpi,0
THP1_MDM_12hpi,0
THP1_MDM_12hpi,0
THP1_MDM_12hpi,0
THP1_MDM_12hpi,0
THP1_MDM_12hpi,0
THP1_MDM_12hpi,0
THP1_MDM_12hpi,0
THP1_MDM_12hpi,0
THP1_MDM_12hpi,0
THP1_MDM_12hpi,0
THP1_MDM_12hpi,0
THP1_MDM_12hpi,0
THP1_MDM_12hpi,0
THP1_MDM_12hpi,0
THP1_MDM_12hpi,0
THP1_MDM_12hpi,0
THP1_MDM_12hpi,0
THP1_MDM_12hpi,0
THP1_MDM_12hpi,0
THP1_MDM_12hpi,0
THP1_MDM_12hpi,0
THP1_MDM_12hpi,0
THP1_MDM_12hpi,0
THP1_MDM_12hpi,0
THP1_MDM_12hpi,0
THP1_MDM_12hpi,0
THP1_MDM_12hpi,0
THP1_MDM_12hpi,0
THP1_MDM_12hpi,0
THP1_MDM_12hpi,0
THP1_MDM_12hpi,0
THP1_MDM_12hpi,0
THP1_MDM_12hpi,0
THP1_MDM_12hpi,0
THP1_MDM_12hpi,0
THP1_MDM_12hpi,0
THP1_MDM_12hpi,0
THP1_MDM_12hpi,0
THP1_MDM_12hpi,0
THP1_MDM_12hpi,0
THP1_MDM_12hpi,0
THP1_MDM_12hpi,0
THP1_MDM_12hpi,0
THP1_MDM_12hpi,0
THP1_MDM_12hpi,0
THP1_MDM_12hpi,0
THP1_MDM_12hpi,0
THP1_MDM_12hpi,0
THP1_MDM_12hpi,0
THP1_MDM_12hpi,0
THP1_MDM_12hpi,0
THP1_MDM_12hpi,0
THP1_MDM_12hpi,0
THP1_MDM_12hpi,0
THP1_MDM_12hpi,0
THP1_MDM_12hpi,0
THP1_MDM_12hpi,0
THP1_MDM_12hpi,0
THP1_MDM_12hpi,0
THP1_MDM_12hpi,0
THP1_MDM_12hpi,0
THP1_MDM_12hpi,0
THP1_MDM_12hpi,0
THP1_MDM_12hpi,0
THP1_MDM_12hpi,0
THP1_MDM_12hpi,0
THP1_MDM_12hpi,0
THP1_MDM_12hpi,0
THP1_MDM_12hpi,0
THP1_MDM_12hpi,0
THP1_MDM_12hpi,0
THP1_MDM_12hpi,0
THP1_MDM_12hpi,0
THP1_MDM_12hpi,0
THP1_MDM_12hpi,0
THP1_MDM_12hpi,0
THP1_MDM_12hpi,0
THP1_MDM_12hpi,0
THP1_MDM_12hpi,0
THP1_MDM_12hpi,0
THP1_MDM_12hpi,0
THP1_MDM_12hpi,0
THP1_MDM_12hpi,0
THP1_MDM_12hpi,0
THP1_MDM_12hpi,0
THP1_MDM_12hpi,0
THP1_MDM_12hpi,0
THP1_MDM_12hpi,0
THP1_MDM_12hpi,0
THP1_MDM_12hpi,0
THP1_MDM_12hpi,0
THP1_MDM_12hpi,0
THP1_MDM_12hpi,0
THP1_MDM_12hpi,0
THP1_MDM_12hpi,0
THP1_MDM_12hpi,0
THP1_MDM_12hpi,0
THP1_MDM_12hpi,0
THP1_MDM_12hpi,0
THP1_MDM_12hpi,0
THP1_MDM_12hpi,0
THP1_MDM_12hpi,0
THP1_MDM_12hpi,0
THP1_MDM_12hpi,0
THP1_MDM_12hpi,0
THP1_MDM_12hpi,0
THP1_MDM_12hpi,1
THP1_MDM_12hpi,1
THP1_MDM_12hpi,1
THP1_MDM_12hpi,1
THP1_MDM_12hpi,1
THP1_MDM_12hpi,1
THP1_MDM_12hpi,1
THP1_MDM_12hpi,1
THP1_MDM_12hpi,1
THP1_MDM_12hpi,1
THP1_MDM_12hpi,1
THP1_MDM_12hpi,1
THP1_MDM_12hpi,1
THP1_MDM_12hpi,1
THP1_MDM_12hpi,1
THP1_MDM_12hpi,1
THP1_MDM_12hpi,1
THP1_MDM_12hpi,1
THP1_MDM_12hpi,1
THP1_MDM_12hpi,1
THP1_MDM_12hpi,1
THP1_MDM_12hpi,1
THP1_MDM_12hpi,1
THP1_MDM_12hpi,1
THP1_MDM_12hpi,1
THP1_MDM_12hpi,1
THP1_MDM_12hpi,1
THP1_MDM_12hpi,1
THP1_MDM_12hpi,1
THP1_MDM_12hpi,1
THP1_MDM_12hpi,1
THP1_MDM_12hpi,1
THP1_MDM_12hpi,1
THP1_MDM_12hpi,1
THP1_MDM_12hpi,1
THP1_MDM_12hpi,1
THP1_MDM_12hpi,1
THP1_MDM_12hpi,1
THP1_MDM_12hpi,2
THP1_MDM_12hpi,2
THP1_MDM_12hpi,2
THP1_MDM_12hpi,2
THP1_MDM_12hpi,2
THP1_MDM_12hpi,2
THP1_MDM_12hpi,2
THP1_MDM_12hpi,2
THP1_MDM_12hpi,2
THP1_PDGFR_12hpi,0
THP1_PDGFR_12hpi,0
THP1_PDGFR_12hpi,0
THP1_PDGFR_12hpi,0
THP1_PDGFR_12hpi,0
THP1_PDGFR_12hpi,0
THP1_PDGFR_12hpi,0
THP1_PDGFR_12hpi,0
THP1_PDGFR_12hpi,0
THP1_PDGFR_12hpi,0
THP1_PDGFR_12hpi,0
THP1_PDGFR_12hpi,0
THP1_PDGFR_12hpi,0
THP1_PDGFR_12hpi,0
THP1_PDGFR_12hpi,0
THP1_PDGFR_12hpi,0
THP1_PDGFR_12hpi,0
THP1_PDGFR_12hpi,0
THP1_PDGFR_12hpi,0
THP1_PDGFR_12hpi,0
THP1_PDGFR_12hpi,0
THP1_PDGFR_12hpi,0
THP1_PDGFR_12hpi,0
THP1_PDGFR_12hpi,0
THP1_PDGFR_12hpi,0
THP1_PDGFR_12hpi,0
THP1_PDGFR_12hpi,0
THP1_PDGFR_12hpi,0
THP1_PDGFR_12hpi,0
THP1_PDGFR_12hpi,0
THP1_PDGFR_12hpi,0
THP1_PDGFR_12hpi,0
THP1_PDGFR_12hpi,0
THP1_PDGFR_12hpi,0
THP1_PDGFR_12hpi,0
THP1_PDGFR_12hpi,0
THP1_PDGFR_12hpi,0
THP1_PDGFR_12hpi,0
THP1_PDGFR_12hpi,0
THP1_PDGFR_12hpi,1
THP1_PDGFR_12hpi,1
THP1_PDGFR_12hpi,1
THP1_PDGFR_12hpi,1
THP1_PDGFR_12hpi,1
THP1_PDGFR_12hpi,1
THP1_PDGFR_12hpi,1
THP1_PDGFR_12hpi,1
THP1_PDGFR_12hpi,1
THP1_PDGFR_12hpi,1
THP1_PDGFR_12hpi,1
THP1_PDGFR_12hpi,1
THP1_PDGFR_12hpi,1
THP1_PDGFR_12hpi,1
THP1_PDGFR_12hpi,1
THP1_PDGFR_12hpi,1
THP1_PDGFR_12hpi,1
THP1_PDGFR_12hpi,1
THP1_PDGFR_12hpi,1
THP1_PDGFR_12hpi,1
THP1_PDGFR_12hpi,1
THP1_PDGFR_12hpi,1
THP1_PDGFR_12hpi,1
THP1_PDGFR_12hpi,1
THP1_PDGFR_12hpi,1
THP1_PDGFR_12hpi,1
THP1_PDGFR_12hpi,1
THP1_PDGFR_12hpi,2
THP1_PDGFR_12hpi,2
THP1_PDGFR_12hpi,2
THP1_PDGFR_12hpi,2
THP1_PDGFR_12hpi,2
THP1_PDGFR_12hpi,2
THP1_PDGFR_12hpi,2
THP1_PDGFR_12hpi,2
THP1_PDGFR_12hpi,2
THP1_PDGFR_12hpi,2
THP1_PDGFR_12hpi,2
THP1_PDGFR_12hpi,2
THP1_PDGFR_12hpi,2
THP1_PDGFR_12hpi,2
THP1_PDGFR_12hpi,2
THP1_PDGFR_12hpi,3
THP1_PDGFR_12hpi,3
THP1_PDGFR_12hpi,3
